"","permno","permco","namedt","nameenddt","cusip","ncusip","ticker","comnam","hexcd","exchcd","siccd","shrcd","shrcls","st_date","end_date","namedum"
"15881",36740,21656,1968-01-02,1995-05-16,"85315610","85315610","SBP","STANDARD BRANDS PAINT CO",1,1,5231,11,NA,1962-07-31,1995-05-31,2
"35714",81662,21656,1995-05-17,1995-12-29,"85315620","85315620","SBP","STANDARD BRANDS PAINT CO NEW",1,1,5231,11,NA,1995-05-31,1995-12-29,2
"7671",16715,4287,1988-04-12,2005-05-13,"85325810","85325810","STW","STANDARD COMMERCIAL CORP",1,1,5159,11,NA,1928-02-29,2005-05-31,2
"33367",79689,12495,2018-04-25,2018-06-29,"85336L10","85336L10","SDI","STANDARD DIVERSIFIED INC",2,2,8731,11,"A",1993-10-29,2018-06-29,2
"27374",72688,21657,1995-05-01,1997-04-30,"85338610","85338610","SFB","STANDARD FEDERAL BANCORP INC",1,1,6035,10,NA,1987-01-30,1997-04-30,2
"34848",80844,13237,1994-08-01,1997-09-03,"85340310","85340310","STND","STANDARD FINANCIAL INC",3,3,6030,11,NA,1994-08-31,1997-09-30,2
"34844",80840,13248,1994-08-09,1999-06-18,"85342010","85342010","SFUN","STANDARD FUNDING CORP",3,3,6410,11,NA,1994-08-31,1999-06-30,2
"32412",78912,11929,1993-02-02,2006-05-22,"85361210","85361210","SMAN","STANDARD MANAGEMENT CORP",3,3,6740,11,NA,1993-02-26,2006-05-31,2
"27343",72486,4161,1972-12-14,2012-08-01,"85362610","85362610","SMSC","STANDARD MICROSYSTEMS CORP",3,3,3662,11,NA,1972-12-29,2012-08-31,2
"16812",39220,21658,1977-05-09,2018-06-29,"85366610","85366610","SMP","STANDARD MOTOR PRODUCTS INC",1,1,3694,11,"A",1963-05-31,2018-06-29,2
"15899",36775,21660,1985-11-22,1999-10-27,"85383610","85383610","SPD","STANDARD PRODUCTS CO",1,1,3714,11,NA,1962-07-31,1999-10-29,2
"27346",72494,4230,2013-05-10,2015-03-03,"85388720","85388720","SR","STANDARD REGISTER CO",1,1,2761,11,NA,1972-12-29,2015-03-31,2
"18345",43481,21662,1973-07-25,2018-06-29,"85423110","85423110","SXI","STANDEX INTERNATIONAL CORP",1,1,2751,11,NA,1966-07-29,2018-06-29,2
"31916",78068,8586,1993-07-01,2018-03-14,"85430520","85430520","STLY","STANLEY FURNITURE CO NEW",3,3,2510,11,NA,1992-11-30,2018-03-29,2
"27350",72523,6464,1983-10-06,1999-12-14,"85440210","85440210","STII","STANFORD TELECOMMUNICATIONS",3,3,4899,11,NA,1983-10-31,1999-12-31,2
"18296",43350,21664,2010-03-15,2018-06-29,"85450210","85450210","SWK","STANLEY BLACK & DECKER INC",1,1,3423,11,NA,1966-06-30,2018-06-29,2
"45425",91548,51339,2006-10-18,2010-08-17,"85453210","85453210","SXE","STANLEY INC",1,1,8711,11,NA,2006-10-31,2010-08-31,2
"33031",79422,12299,1993-07-22,1997-05-14,"85472710","85472710","STNT","STANT CORP",3,3,3710,11,NA,1993-07-30,1997-05-30,2
"38020",83963,14942,1996-09-04,2003-01-07,"85491020","85491020","SBAS","STARBASE CORP",3,3,7370,11,NA,1996-09-30,2003-01-31,2
"39110",85043,15521,1997-06-12,2001-03-09,"85492310","85492310","STRX","STAR TELECOMMUNICATIONS INC",3,3,4810,11,NA,1997-06-30,2001-03-30,2
"27365",72603,4030,1990-09-21,1998-03-17,"85500910","85500910","SDYN","STAODYN INC",3,3,3690,11,NA,1977-01-31,1998-03-31,2
"28139",75489,10171,1989-04-28,2017-09-12,"85503010","85503010","SPLS","STAPLES INC",3,3,5110,11,NA,1989-04-28,2017-09-29,2
"39474",85402,15715,1997-09-25,2011-04-21,"85508610","85508610","STRZ","STAR BUFFET INC",3,3,5810,11,NA,1997-09-30,2011-04-29,2
"30470",76988,10933,2001-02-23,2002-07-09,"85515630","85515630","SMCS","STAR MULTI CARE SERVICES INC",3,3,8082,11,NA,1991-05-31,2002-07-31,2
"45095",91121,50028,2006-02-27,2007-11-30,"85516E10","85516E10","SEA","STAR MARITIME ACQUISITION CORP",2,2,2000,11,NA,2006-02-28,2007-11-30,2
"15862",36695,21649,1999-05-13,2003-03-06,"85518810","85518810","KAP","STAR STRUCK LTD",2,2,3579,11,NA,1962-07-31,2003-03-31,2
"45751",92057,7328,1984-12-06,1998-08-11,"85519310","85519310","STRR","STAR TECHNOLOGIES INC",3,3,3573,11,NA,1984-12-31,1998-08-31,2
"31509",77702,11592,1992-06-26,2018-06-29,"85524410","85524410","SBUX","STARBUCKS CORP",3,3,5490,11,NA,1992-06-30,2018-06-29,2
"33029",79420,12290,2002-09-18,2005-03-03,"85526910","85526910","STCR","STARCRAFT CORP IND",3,3,3710,11,NA,1993-07-30,2005-03-31,2
"42092",87631,17988,2001-08-06,2001-11-16,"85527510","85527510","SDRV","STARDRIVE SOLUTIONS INC",3,3,7389,11,NA,2000-02-29,2001-11-30,2
"45785",92104,52383,2007-06-06,2009-12-18,"85528P10","85528P10","STAR","STARENT NETWORKS CORP",3,3,3663,11,NA,2007-06-29,2009-12-31,2
"33644",79869,12563,1993-11-12,1995-11-06,"85553910","85553910","SIFI","STARLOG FRANCHISE CORP",3,3,5940,11,NA,1993-11-30,1995-11-30,2
"41149",86920,16551,1999-05-26,2001-11-16,"85554610","85554610","STRM","STARMEDIA NETWORK INC",3,3,7370,11,NA,1999-05-28,2001-11-30,2
"23143",58799,3278,1997-10-01,2001-01-11,"85554710","85554710","STMT","STARMET CORP",3,3,3360,11,NA,1978-09-29,2001-01-31,2
"8591",18438,21665,1968-01-02,2018-06-29,"85566810","85566810","SCX","STARRETT L S CO",1,1,3545,11,NA,1929-10-31,2018-06-29,2
"21475",53399,21666,1971-10-13,1997-12-10,"85567710","85567710","SHO","STARRETT HOUSING CORP",2,2,1622,11,NA,1971-10-29,1997-12-31,2
"32674",79130,29814,1993-04-08,1999-04-19,"85568410","85568410","STA","STARTER CORP",1,1,2329,11,NA,1993-04-30,1999-04-30,2
"33025",79419,12313,1993-07-30,1997-05-08,"85568E10","85568E10","SGHT","STARSIGHT TELECAST INC",3,3,7370,11,NA,1993-07-30,1997-05-30,2
"3093",11604,9429,1987-08-13,1993-06-04,"85568F10","85568F10","SCGI","STARSTREAM COMMUNS GROUP INC",3,3,4830,10,NA,1987-08-31,1993-06-30,2
"39146",85077,32014,1997-06-19,2018-06-29,"85569C10","85569C10","SRT","STARTEK INC",1,1,8742,11,NA,1997-06-30,2018-06-29,2
"39580",85505,15749,1997-10-09,2001-06-28,"85569E10","85569E10","STGC","STARTEC GLOBAL COM CORP",3,3,4810,11,NA,1997-10-31,2001-06-29,2
"30049",76722,11001,1991-06-28,2018-06-29,"85570710","85570710","STFC","STATE AUTO FINANCIAL CORP",3,3,6330,11,NA,1991-06-28,2018-06-29,2
"28995",76060,10429,2005-10-05,2011-12-30,"85571610","85571610","STBC","STATE BANCORP INC NY",3,3,6022,11,NA,1989-12-29,2011-12-30,2
"4846",13008,53884,2013-01-14,2016-12-08,"85571Q10","85571Q10","STRZA","STARZ",3,3,9999,11,"A",2011-09-30,2016-12-30,2
"4849",13009,53884,2013-01-14,2016-12-08,"85571Q20","85571Q20","STRZB","STARZ",3,3,9999,11,"B",2011-09-30,2016-12-30,2
"43097",88812,41000,2000-11-02,2003-07-02,"85590610","85590610","STHK","STARTECH ENVIRONMENTAL INC",3,3,3590,11,NA,2000-11-30,2003-07-31,2
"35561",81551,13686,1996-06-25,1996-12-10,"85590710","85590710","STHC","STAT HEALTHCARE INC NEW",3,3,3840,11,NA,1995-04-28,1996-12-31,2
"45163",91207,20935,2006-04-10,2016-09-22,"85590A40","85590A40","HOT","STARWOOD HOTELS & REST WLDWD IN",1,1,7011,11,NA,2006-04-28,2016-09-30,2
"4652",12696,53729,2011-04-14,2018-06-29,"85619010","85619010","STBZ","STATE BANK FINANCIAL CORP",3,3,6022,11,NA,2011-04-29,2018-06-29,2
"29640",76443,10673,1992-08-12,2005-10-03,"85685510","85685510","SFSW","STATE FINANCIAL SERVICES CORP",3,3,6710,11,NA,1990-07-31,2005-10-31,2
"4795",12921,53850,2011-07-07,2015-11-30,"85703010","85703010","SIBC","STATE INVESTORS BANCORP INC",3,3,9999,11,NA,2011-07-29,2015-11-30,2
"6527",15083,55122,2014-11-03,2017-11-17,"85711T30","85711T30","SNC","STATE NATIONAL COMPANIES INC",3,3,9999,11,NA,2014-11-28,2017-11-30,2
"44879",90906,47446,2005-09-30,2007-01-03,"85712410","85712410","SNBI","STATE NATIONAL BANCSHARES INC",3,3,6021,11,NA,2005-09-30,2007-01-31,2
"29952",76666,10946,1991-05-23,1998-03-30,"85730710","85730710","SOTA","STATE OF THE ART INC",3,3,7370,11,NA,1991-05-31,1998-03-31,2
"27385",72726,4260,1997-04-17,2018-06-29,"85747710","85747710","STT","STATE STREET CORP",1,1,6021,11,NA,1972-12-29,2018-06-29,2
"33987",80151,12755,1994-01-05,2004-03-11,"85754910","85754910","SFFC","STATEFED FINANCIAL CORP",3,3,6030,11,NA,1994-01-31,2004-03-31,2
"39775",85661,32189,1997-12-22,2004-04-12,"85755010","85755010","SIB","STATEN ISLAND BANCORP INC",1,1,6035,11,NA,1997-12-31,2004-04-30,2
"27391",72769,4302,1993-11-29,1994-09-29,"85764510","85764510","STG","STATESMAN GROUP INC",1,1,6311,11,NA,1972-12-29,1994-09-30,2
"32759",79192,12158,1996-09-06,2007-11-07,"85768910","85768910","STN","STATION CASINOS INC",1,1,7011,11,NA,1993-05-28,2007-11-30,2
"32935",79350,29895,1993-07-21,1995-02-14,"85771N10","85771N10","STY","STATORDYNE CORP",2,2,3621,11,NA,1993-07-30,1995-02-28,2
"40009",85849,15991,1999-08-09,2001-12-18,"85787510","85787510","SIZL","STEAKHOUSE PARTNERS INC",3,3,5810,11,NA,1998-02-27,2001-12-31,2
"38519",84334,15234,1996-12-17,2002-03-06,"85789010","85789010","SLHN","STEARNS AND LEHMAN INC",3,3,2080,11,NA,1996-12-31,2002-03-28,2
"36378",82523,14011,1995-10-02,2000-01-07,"85791410","85791410","SFIN","STATEWIDE FINANCIAL CORP",3,3,6710,11,NA,1995-10-31,2000-01-31,2
"33030",79421,12273,1993-07-15,1998-01-30,"85804510","85804510","STEK","STECK VAUGHN PUBLISHING CORP",3,3,2730,11,NA,1993-07-30,1998-01-30,2
"33922",80114,12793,2018-02-27,2018-06-29,"85809810","85809810","STCN","STEEL CONNECT INC",3,3,6719,11,NA,1994-01-31,2018-06-29,2
"38413",84262,15171,1996-11-22,2018-06-29,"85811910","85811910","STLD","STEEL DYNAMICS INC",3,3,3310,11,NA,1996-11-29,2018-06-29,2
"730",10353,8275,2015-07-07,2016-03-31,"85812220","85812220","SXCL","STEEL EXCEL INC",3,3,3570,11,NA,1986-06-30,2016-03-31,2
"45753",92073,7711,1985-08-27,2007-06-01,"85814710","85814710","STTX","STEEL TECHNOLOGIES INC",3,3,3310,11,NA,1985-08-30,2007-06-29,2
"3423",11764,9567,1987-10-06,1998-12-17,"85815410","85815410","SWVA","STEEL WEST VIRGINIA INC",3,3,3310,11,NA,1987-10-30,1998-12-31,2
"39938",85796,34665,1998-02-18,2018-06-29,"85815520","85815520","SCS","STEELCASE INC",1,1,2522,11,"A",1998-02-27,2018-06-29,2
"38868",84730,15445,2001-08-14,2010-01-06,"85815M10","85815M10","SCLD","STEELCLOUD INC",3,3,3571,11,NA,1997-04-30,2010-01-29,2
"31283",77530,11482,1992-04-22,2018-06-29,"85837510","85837510","SMRT","STEIN MART INC",3,3,5310,11,NA,1992-04-30,2018-06-29,2
"37840",83832,31719,1996-08-02,2013-09-18,"85849510","85849510","LVB","STEINWAY MUSICAL INSTRUMENTS IN",1,1,3944,11,NA,1996-08-30,2013-09-30,2
"7094",15854,55489,2018-05-07,2018-06-29,"85855A30","85855A30","SBOT","STELLAR BIOTECHNOLOGIES INC",3,3,9999,11,NA,2015-11-30,2018-06-29,2
"43469",89292,42653,2008-02-28,2013-12-31,"85856G10","85856G10","STEL","STELLARONE CORP",3,3,6022,11,NA,2002-01-31,2013-12-31,2
"31252",77512,11464,2001-08-29,2006-12-14,"85856W10","85856W10","STEL","STELLENT INC",3,3,7373,11,NA,1992-04-30,2006-12-29,2
"30423",76966,10853,2005-02-07,2009-02-11,"85857T10","85857T10","STEN","STEN CORP",3,3,3840,11,NA,1991-03-28,2009-02-27,2
"15940",36898,21669,1996-03-14,2018-06-29,"85858610","85858610","SCL","STEPAN CO",1,1,2843,11,NA,1962-07-31,2018-06-29,2
"5378",13761,54314,2013-01-29,2018-06-29,"85858C10","85858C10","STML","STEMLINE THERAPEUTICS",3,3,2836,11,NA,2013-01-31,2018-06-29,2
"39023",84911,26020,2001-05-08,2009-12-18,"85860310","85860310","TSC","STEPHAN CO",2,2,2844,11,NA,1962-07-31,2009-12-31,2
"28063",75422,21998,1988-10-13,1996-08-21,"85890310","85890310","STX","STERLING CHEMICALS INC",1,1,8071,11,NA,1988-10-31,1996-08-30,2
"552",10266,8194,1991-05-13,1994-08-15,"85890610","85890610","STLG","STERLING BANCSHARES CORP",3,3,6710,11,NA,1986-05-30,1994-08-31,2
"31846",78009,11767,1992-10-22,2011-07-27,"85890710","85890710","SBIB","STERLING BANCSHARES INC",3,3,6710,11,NA,1992-10-30,2011-07-29,2
"37945",83906,14927,1996-08-23,2018-06-29,"85891210","85891210","SRCL","STERICYCLE INC",3,3,4950,11,NA,1996-08-30,2018-06-29,2
"12383",27254,21670,1978-10-24,2013-10-31,"85915810","85915810","STL","STERLING BANCORP",1,1,6144,11,NA,1960-04-29,2013-10-31,2
"43854",89825,44291,2007-03-19,2010-07-16,"85915B10","85915B10","STBK","STERLING BANKS INC",3,3,6022,11,NA,2003-08-29,2010-07-30,2
"34874",80865,30475,1994-09-27,1996-07-26,"85915P10","85915P10","SYS","STERILE CONCEPTS HOLDINGS INC",1,1,9999,11,NA,1994-09-30,1996-07-31,2
"39380",85318,15653,1997-08-14,1999-07-20,"85915R10","85915R10","STER","STERIGENICS INTERNATIONAL INC",3,3,7380,11,NA,1997-08-29,1999-07-30,2
"44320",90325,45488,2012-07-11,2016-08-03,"85916J40","85916J40","STXS","STEREOTAXIS INC",3,3,3845,11,NA,2004-08-31,2016-08-31,2
"40839",86582,16374,2013-11-01,2018-06-29,"85917A10","85917A10","STL","STERLING BANCORP DEL",1,1,6036,11,NA,1999-01-29,2018-06-29,2
"7926",17121,56160,2017-11-17,2018-06-29,"85917W10","85917W10","SBT","STERLING BANCORP INC",3,3,9999,11,NA,2017-11-30,2018-06-29,2
"37044",83229,31608,1996-03-08,2000-03-24,"85920510","85920510","SE","STERLING COMMERCE INC",1,1,3577,11,NA,1996-03-29,2000-03-31,2
"30341",76927,11011,2006-01-20,2018-06-29,"85924110","85924110","STRL","STERLING CONSTRUCTION CO INC",3,3,1600,11,NA,1991-08-30,2018-06-29,2
"19247",45882,21672,1994-07-13,1998-01-16,"85928110","85928110","SEC","STERLING ELECTRONICS CORP",1,1,3699,11,NA,1968-03-29,1998-01-30,2
"39892",85749,15931,1998-01-29,2008-04-04,"85931710","85931710","SLFI","STERLING FINANCIAL CORP",3,3,6020,11,NA,1998-01-30,2008-04-30,2
"2036",11056,8926,2010-11-19,2014-04-17,"85931930","85931930","STSA","STERLING FINANCIAL CORP WASH",3,3,6036,11,NA,1987-02-27,2014-04-30,2
"34659",80696,30435,1995-08-04,1996-10-31,"85932610","85932610","STER","STERLING HEALTHCARE GROUP INC",3,3,8090,11,NA,1994-06-30,1996-10-31,2
"36259",82306,30973,1995-10-26,1997-10-23,"85933110","85933110","SGH","STERLING HSE CORP",2,2,1520,10,NA,1995-10-31,1997-10-31,2
"25458",65074,21673,1990-03-28,2000-04-07,"85954710","85954710","SSW","STERLING SOFTWARE INC",1,1,7372,11,NA,1983-05-31,2000-04-28,2
"31588",77792,11630,1992-07-21,1998-07-02,"85972810","85972810","SWBC","STERLING WEST BANCORP",3,3,6710,11,NA,1992-07-31,1998-07-31,2
"27854",75189,21674,1995-05-26,1999-07-30,"86024C20","86024C20","SVG","STEVENS INTERNATIONAL INC",2,2,3555,11,"A",1987-08-31,1999-07-30,2
"28040",75375,21674,1995-05-26,1999-07-30,"86024C30","86024C30","SVG","STEVENS INTERNATIONAL INC",2,2,3555,11,"B",1988-08-31,1999-07-30,2
"45649",91908,51999,2007-03-28,2018-06-29,"86032610","86032610","SSFN","STEWARDSHIP FINANCIAL CORP",3,3,6022,11,NA,2007-03-30,2018-06-29,2
"27410",72961,4252,2002-10-18,2006-05-25,"86034210","86034210","SVC","STEWART & STEVENSON SVCS INC",1,1,3533,11,NA,1976-06-30,2006-05-31,2
"30587",77045,11142,1991-10-10,2013-12-23,"86037010","86037010","STEI","STEWART ENTERPRISES INC",3,3,7260,11,"A",1991-10-31,2013-12-31,2
"27414",72988,4268,1992-03-02,1993-06-21,"86037110","86037110","STEW","STEWART FOODS INC",3,3,2099,11,NA,1972-12-29,1993-06-30,2
"27412",72980,4120,1994-01-05,2018-06-29,"86037210","86037210","STC","STEWART INFORMATION SVCS CORP",1,1,7389,11,NA,1972-12-29,2018-06-29,2
"27416",72996,6185,1986-11-24,2018-06-29,"86063010","86063010","SF","STIFEL FINANCIAL CORP",1,1,6211,11,NA,1983-07-29,2018-06-29,2
"35238",81173,13480,2001-06-26,2017-05-03,"86074Q10","86074Q10","SWC","STILLWATER MINING CO",1,1,1099,11,NA,1994-12-30,2017-05-31,2
"33841",80042,12687,1993-12-15,1999-07-12,"86083210","86083210","STIM","STIMSONITE CORPORATION",3,3,3080,11,NA,1993-12-31,1999-07-30,2
"7875",17038,56121,2017-11-17,2018-06-29,"86089710","86089710","SFIX","STITCH FIX INC",3,3,9999,11,"A",2017-11-30,2018-06-29,2
"32543",79013,12038,2014-04-25,2018-06-29,"86102510","86102510","SYBT","STOCK YARDS BANCORP INC",3,3,6712,11,NA,1993-03-31,2018-06-29,2
"36846",82846,14318,2000-05-16,2009-04-24,"86126T20","86126T20","STKR","STOCKERYALE INC",3,3,3540,11,NA,1996-01-31,2009-04-30,2
"41719",87348,14980,2001-01-02,2002-02-06,"86149C10","86149C10","STOK","STOCKWALK GROUP INC",3,3,5122,11,NA,1999-10-29,2002-02-28,2
"45780",92100,7818,1985-10-29,1998-01-16,"86150210","86150210","STKY","STOKELY USA INC",3,3,2032,11,NA,1985-10-31,1998-01-30,2
"8489",18198,21675,1968-01-02,2000-05-08,"86157210","86157210","SW","STONE & WEBSTER INC",1,1,8911,11,NA,1929-08-30,2000-05-31,2
"15958",36978,21676,1968-01-02,1998-11-18,"86158910","86158910","STO","STONE CONTAINER CORP",1,1,2631,11,NA,1962-07-31,1998-11-30,2
"37176",83339,31621,1996-04-01,1999-10-01,"86174710","86174710","SSM","STONE STREET BANCORP INC",2,2,6035,11,NA,1996-04-30,1999-10-29,2
"6166",14671,54871,2014-05-28,2017-09-26,"86181110","86181110","SGBK","STONEGATE BANK",3,3,6022,11,NA,2014-05-30,2017-09-29,2
"5786",14230,54594,2013-10-10,2017-05-31,"86181Q30","86181Q30","SGM","STONEGATE MORTGAGE CORP",1,1,6162,11,NA,2013-10-31,2017-05-31,2
"42933",88602,39145,2000-09-28,2007-04-18,"86183710","86183710","STG","STONEPATH GROUP INC",2,2,8742,11,NA,2000-09-29,2007-04-30,2
"39517",85440,32122,1997-10-10,2018-06-29,"86183P10","86183P10","SRI","STONERIDGE INC",1,1,3714,11,NA,1997-10-31,2018-06-29,2
"45809",92147,52280,2007-06-26,2009-08-07,"86192310","86192310","SOC","STONELEIGH PARTNERS ACQUISITION",2,2,6770,11,NA,2007-06-29,2009-08-31,2
"30677",77123,24195,1991-11-22,1996-07-24,"86209910","86209910","SHP","STOP & SHOP COS INC NEW",1,1,5411,11,NA,1991-11-29,1996-07-31,2
"32831",79260,12200,2001-07-23,2002-10-02,"86210N10","86210N10","SENG","STORAGE ENGINE INC",3,3,3570,11,NA,1993-06-30,2002-10-31,2
"23012",58464,4254,1989-05-23,2005-08-31,"86211120","86211120","STK","STORAGE TECHNOLOGY CORP",1,1,3577,11,NA,1972-12-29,2005-08-31,2
"35436",81309,30866,1995-03-07,2004-12-31,"86211A10","86211A10","SOS","STORAGE COMPUTER CORP",2,2,7374,11,NA,1995-03-31,2004-12-31,2
"42670",88378,37745,2000-06-30,2003-08-15,"86211E10","86211E10","STOR","STORAGENETWORKS INC",3,3,7389,11,NA,2000-06-30,2003-08-29,2
"44906",90938,47867,2005-10-03,2008-11-10,"86216810","86216810","SCU","STORM CAT ENERGY CORP",2,2,1311,11,NA,2005-10-31,2008-11-28,2
"38144",84074,14997,1996-10-02,1998-07-14,"86221910","86221910","EASY","STORM TECHNOLOGY INC",3,3,7370,11,NA,1996-10-31,1998-07-31,2
"35685",81642,13711,1995-05-05,1998-11-03,"86222110","86222110","STMD","STORMEDIA INC",3,3,3690,11,"A",1995-05-31,1998-11-30,2
"5636",14041,54474,2013-08-01,2018-02-27,"86257810","86257810","STRP","STRAIGHT PATH COMMUNICATIONS IN",2,2,5731,11,"B",2013-08-30,2018-02-28,2
"31589",77793,11631,1992-07-21,1996-07-09,"86268310","86268310","STRM","STRATACOM INC",3,3,3660,11,NA,1992-07-31,1996-07-31,2
"39319",85270,27834,1997-08-06,2000-10-19,"86268Q10","86268Q10","SAA","STRATEGIA CORPORATION",2,2,7389,11,NA,1997-08-29,2000-10-31,2
"44254",90239,45310,2004-06-03,2007-06-06,"86269H10","86269H10","STGN","STRATAGENE CORP",3,3,2836,11,NA,2004-06-30,2007-06-29,2
"34272",80378,29276,2001-05-17,2007-03-28,"86270130","86270130","STRD","STRATEGIC DISTRIBUTION INC",3,3,5085,11,NA,1994-03-31,2007-03-30,2
"44936",90955,47883,2017-04-07,2018-06-29,"86272A20","86272A20","SSKN","STRATA SKIN SCIENCES INC",3,3,3841,11,NA,2005-10-31,2018-06-29,2
"33620",79852,12558,1997-05-27,1998-09-01,"86277610","86277610","SSGI","STRATEGIC SOLUTIONS GROUP INC",3,3,7370,11,NA,1993-11-30,1998-09-30,2
"39513",85437,32121,1998-01-08,2002-10-15,"86279210","86279210","SFT","STRATESEC INC",2,2,7381,11,NA,1997-10-31,2002-10-31,2
"2584",11347,9192,2002-09-10,2007-01-26,"86279T10","86279T10","STXN","STRATEX NETWORKS INC",3,3,3663,11,NA,1987-05-29,2007-01-31,2
"42669",88377,37744,2003-11-21,2007-07-12,"86310020","86310020","STLW","STRATOS INTL INC",3,3,3674,11,NA,2000-06-30,2007-07-31,2
"34131",80282,12877,1994-02-24,1997-04-28,"86310610","86310610","TOWV","STRATOSPHERE CORP",3,3,7990,11,NA,1994-02-28,1997-04-30,2
"35403",81278,13585,1995-03-01,2018-06-29,"86311110","86311110","STRT","STRATTEC SECURITY CORP",3,3,8740,11,NA,1995-03-31,2018-06-29,2
"27427",73075,6328,1989-12-20,1998-10-19,"86315510","86315510","SRA","STRATUS COMPUTER INC",1,1,3571,11,NA,1983-08-31,1998-10-30,2
"31586",77790,11600,2001-06-26,2018-06-29,"86316720","86316720","STRS","STRATUS PROPERTIES INC",3,3,1311,11,NA,1992-07-31,2018-06-29,2
"42440",88194,37187,2000-04-26,2002-02-26,"86317010","86317010","SERV","STRATUS SVCS GROUP INC",3,3,7363,11,NA,2000-04-28,2002-02-28,2
"27429",73083,4297,1986-07-23,1997-07-15,"86320010","86320010","STRWA","STRAWBRIDGE & CLOTHIER",3,3,5311,11,"A",1972-12-29,1997-07-31,2
"37791",83799,14838,1996-07-25,2018-06-29,"86323610","86323610","STRA","STRAYER EDUCATION INC",3,3,8220,11,NA,1996-07-31,2018-06-29,2
"21513",53509,6040,1996-04-09,1997-06-24,"86323810","86323810","STLC","STREAMLOGIC CORP",3,3,3570,11,NA,1983-06-30,1997-06-30,2
"41267",86997,16588,1999-06-18,2000-11-10,"86323910","86323910","SLNE","STREAMLINE COM",3,3,7380,11,NA,1999-06-30,2000-11-30,2
"46004",92394,52800,2009-10-26,2012-04-26,"86323M10","86323M10","SGS","STREAM GLOBAL SERVICES INC",2,2,7363,11,NA,2007-11-30,2012-04-30,2
"41993",87567,17657,2000-01-31,2001-06-07,"86323T10","86323T10","SMIL","STREAMEDIA COMMUNICATIONS INC",3,3,7370,11,NA,2000-01-31,2001-06-29,2
"37244",83391,14535,2006-07-03,2018-06-29,"86323X10","86323X10","STRM","STREAMLINE HEALTH SOLUTIONS INC",3,3,7373,11,NA,1996-04-30,2018-06-29,2
"12612",27764,21678,1972-03-24,2007-08-17,"86331410","86331410","SRR","STRIDE RITE CORP",1,1,3149,11,NA,1961-01-31,2007-08-31,2
"27434",73091,5262,1997-07-28,1999-03-11,"86331640","86331640","SKRI","STRIKER INDUSTRIES INC",3,3,2620,11,NA,1982-01-29,1999-03-31,2
"1612",10830,8716,1986-11-07,1997-03-27,"86331810","86331810","STRB","STROBER ORGANIZATION INC",3,3,5030,11,NA,1986-11-28,1997-03-31,2
"35041",81011,13363,1994-10-12,2000-09-07,"86345110","86345110","STRO","STROUDS INC",3,3,5990,11,NA,1994-10-31,2000-09-29,2
"3332",11723,9543,1987-09-29,2001-08-31,"86355510","86355510","SDRC","STRUCTURAL DYNAMICS RSCH CORP",3,3,7370,11,NA,1987-09-30,2001-08-31,2
"27437",73112,4288,1991-12-04,1996-06-04,"86358310","86358310","SIR","STRUTHERS INDUSTRIES INC",2,2,1311,11,NA,1979-10-31,1996-06-28,2
"27439",73139,4298,1997-07-24,2018-06-29,"86366710","86366710","SYK","STRYKER CORP",1,1,3841,11,NA,1979-05-31,2018-06-29,2
"8405",17989,5199,1991-07-01,1998-07-28,"86368910","86368910","STUA","STUART ENTERTAINMENT INC",3,3,3944,11,NA,1981-11-30,1998-07-31,2
"27445",73171,7081,1984-06-13,1995-06-07,"86383910","86383910","STUS","STUARTS DEPARTMENT STORES INC",3,3,5311,11,NA,1984-06-29,1995-06-30,2
"41270",86999,16594,2002-07-01,2003-02-12,"86386Q20","86386Q20","STAD","STUDENT ADVANTAGE INC",3,3,8690,11,NA,1999-06-30,2003-02-28,2
"32247",78804,29732,1992-12-17,2010-12-31,"86390210","86390210","STU","STUDENT LOAN CORP",1,1,6111,11,NA,1992-12-31,2010-12-31,2
"38414",84264,15167,1996-11-21,1999-11-29,"86390510","86390510","STYL","STYLING TECHNOLOGY CORP",3,3,2840,11,NA,1996-11-29,1999-11-30,2
"35854",81749,13794,1995-06-21,1997-04-11,"86400310","86400310","SPHI","STUDIO PLUS HOTELS INC",3,3,7010,11,NA,1995-06-30,1997-04-30,2
"43578",89423,43259,2002-06-03,2005-02-23,"86408710","86408710","STBI","STURGIS BANCORP INC",3,3,6035,11,NA,2002-06-28,2005-02-28,2
"27452",73219,4295,1990-06-20,2018-06-29,"86415910","86415910","RGR","STURM RUGER & CO INC",1,1,3484,11,NA,1972-12-29,2018-06-29,2
"37119",83290,14478,1999-07-19,2000-07-28,"86422110","86422110","IBUY","STYLECLICK COM INC",3,3,7370,11,NA,1996-03-29,2000-07-31,2
"32680",79141,29815,1993-04-14,1994-12-27,"86422210","86422210","SOV","STYLES ON VIDEO INC",2,2,7373,11,NA,1993-04-30,1994-12-30,2
